model,config,filename,prediction,word_count,temporal_count,accident_affirmed,accident_negated,event_count,benign_count,temporal_matched,accident_affirmed_kw,event_matched,answer
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v36_adv.mp4,,40,0,3,0,1,0,,accident; crash; fire,lying on the ground,"Yes, there is a car accident in the video. A car is seen crashing into another car, and a person is lying on the ground. Additionally, there is a car that is on fire in the middle of the road."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v37_adv.mp4,,25,0,2,0,1,0,,accident; crash,lying on the ground,"Yes, there is a car accident in the video. A car is seen crashing into another car, and a person is lying on the ground."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v38_adv.mp4,,18,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car crashes into the back of another car."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v39_adv.mp4,,25,0,2,0,1,0,,accident; crash,lying on the ground,"Yes, there is a car accident in the video. A car is seen crashing into another car, and a person is lying on the ground."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v3_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the road in the video."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v40_adv.mp4,,20,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into a truck at the intersection."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v41_adv.mp4,,42,0,5,0,0,0,,accident; crash; crash; fire; fire,,"Yes, there is a car accident on the highway in the video. The video shows a car that has crashed into a tree and is on fire. Additionally, there is a car that has crashed into a wall and is on fire."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v42_adv.mp4,,25,0,3,0,0,0,,accident; accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into another car, and the aftermath of the accident is visible."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v43_adv.mp4,,20,0,2,0,0,0,,accident; on its side,,"Yes, there is a car accident in the video. A car is seen lying on its side on the road."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v44_adv.mp4,,20,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into another car at a crosswalk."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v46_adv.mp4,,42,0,1,0,1,0,,accident,lying on the road,"Yes, there is a car accident in the video. A car is seen lying on the road, and a person is standing on the road. Additionally, there is a person standing on the sidewalk, and a person is walking on the sidewalk."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v47_adv.mp4,,22,0,2,0,0,0,,accident; accident,,"Yes, there is a car accident visible in the video. However, the video does not provide any further details about the accident."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v48_adv.mp4,,34,0,3,0,0,0,,accident; flipped; fire,,"Yes, there is a car accident shown in the video where a car is flipped over on the road. Additionally, there is a car that is on fire in the middle of the road."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v49_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v4_adv.mp4,,27,0,1,0,1,0,,accident,lying on the road,"Yes, there is a car accident in the video. A car is seen lying on the road, and a person is lying on the road as well."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v51_adv.mp4,,27,1,2,0,0,0,suddenly,accident; collision,,"Yes, there is a car accident in the video. A car is seen driving on the road and then suddenly stops, causing a collision with another car."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v5_adv.mp4,,12,0,1,0,0,0,,flipped,,"Yes, there is a car that has flipped over on the road."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v6_adv.mp4,,18,0,1,0,1,0,,accident,lying on the ground,"Yes, there is a motorcycle lying on the ground, which suggests that there might have been an accident."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v7_adv.mp4,,24,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen driving on the road and then it crashes into a tree."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v8_adv.mp4,,17,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into a tree."
InternVL3,G4_temporal_f0_internvl,Negative_Videos_v9_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-06-09-34-41_486__m090_streamer_m090_w_cam_50_k_video_part11_adv.mp4,,17,0,2,0,0,0,,crash; on its side,,"Yes, there is a car that has crashed and is lying on its side on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_n_cam_16_k_video_part13_adv.mp4,,26,0,1,0,1,0,,accident,lying on the road,"Yes, there is a car accident in the video. A car is seen lying on the road, and another car is seen driving on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_n_cam_16_k_video_part15_adv.mp4,,11,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_n_cam_16_k_video_part7_adv.mp4,,26,0,1,0,1,0,,accident,lying on the road,"Yes, there is a car accident in the video. A car is seen lying on the road, and another car is seen driving on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_w_cam_16_b_video_part10_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_w_cam_16_b_video_part3_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-07-11-49-41_591__m090_streamer_m090_n_cam_16_k_video_part5_adv.mp4,,22,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car has crashed into a wall on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-07-11-49-41_591__m090_streamer_m090_w_cam_16_b_video_part6_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-07-11-49-41_591__m090_streamer_m090_w_cam_16_b_video_part8_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-07-17-34-41_614__m090_streamer_m090_n_cam_16_k_video_part12_adv.mp4,,40,0,2,0,1,0,,accident; crash,lying on the ground,"Yes, there is a car accident on the road in the video. The car is seen crashing into a tree and a person is seen lying on the ground. Additionally, there is a train on the tracks in the background."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-07-17-34-41_614__m090_streamer_m090_n_cam_16_k_video_part3_adv.mp4,,25,0,3,0,0,0,,accident; accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into another car, and the accident is shown from different angles."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-12-17-16-08_291__m090_streamer_m090_n_cam_16_k_video_part6_adv.mp4,,20,0,2,0,0,0,,accident; on its side,,"Yes, there is a car accident in the video. A car is seen lying on its side on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-12-17-16-08_291__m090_streamer_m090_w_cam_50_k_video_part14_adv.mp4,,14,0,1,0,1,0,,crash,lying on the road,"Yes, there is a car that has crashed and is lying on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_n_cam_16_k_video_part9_adv.mp4,,14,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into the ground on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_o_cam_50_m_video_part14_adv.mp4,,14,0,1,0,1,0,,crash,lying on the road,"Yes, there is a car that has crashed and is lying on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_w_cam_16_b_video_part14_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_w_cam_50_k_video_part11_adv.mp4,,12,0,1,0,0,0,,flipped,,"Yes, there is a car that has flipped over on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_w_cam_50_k_video_part20_adv.mp4,,12,0,1,0,0,0,,flipped,,"Yes, there is a car that has flipped over on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-16-15-46-08_669__m090_streamer_m090_o_cam_50_m_video_part10_adv.mp4,,24,0,2,0,1,0,,accident; crash,lying on the road,"Yes, there is a car accident on the highway. A car has crashed into a motorcycle, and the motorcycle is lying on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-16-15-46-08_669__m090_streamer_m090_w_cam_50_k_video_part12_adv.mp4,,12,0,1,0,0,0,,flipped,,"Yes, there is a car that has flipped over on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-27-17-16-08_1731__m090_streamer_m090_n_cam_16_k_video_part8_adv.mp4,,26,0,2,0,1,0,,accident; crash,lying on the road,"Yes, there is a car accident in the video. A car is seen lying on the road, and there is a car crash on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-02-27-17-16-08_1731__m090_streamer_m090_w_cam_16_b_video_part7_adv.mp4,,17,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into a pole on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-06-06-58-04_334__m090_streamer_m090_n_cam_16_k_video_part12_adv.mp4,,17,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen crashed on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-06-06-58-04_334__m090_streamer_m090_o_cam_50_m_video_part2_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the highway in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-06-06-58-04_334__m090_streamer_m090_w_cam_16_b_video_part14_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-09-06-28-04_620__m090_streamer_m090_o_cam_50_m_video_part12_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the highway in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-09-06-28-04_620__m090_streamer_m090_o_cam_50_m_video_part7_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the highway in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-09-06-28-04_620__m090_streamer_m090_w_cam_16_b_video_part8_adv.mp4,,17,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into a pole on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-09-06-28-04_620__m090_streamer_m090_w_cam_50_k_video_part6_adv.mp4,,17,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into a tree on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-09-08-43-04_629__m090_streamer_m090_n_cam_16_k_video_part10_adv.mp4,,14,0,1,0,1,0,,crash,lying on the road,"Yes, there is a car that has crashed and is lying on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-09-08-43-04_629__m090_streamer_m090_w_cam_16_b_video_part7_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-09-17-28-04_664__m090_streamer_m090_o_cam_50_m_video_part13_adv.mp4,,20,0,2,0,0,0,,accident; flipped,,"Yes, there is a car accident on the road. A car is flipped over on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-09-17-28-04_664__m090_streamer_m090_w_cam_16_b_video_part11_adv.mp4,,17,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into a pole on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-09-17-28-04_664__m090_streamer_m090_w_cam_50_k_video_part16_adv.mp4,,17,0,2,0,0,0,,crash; on its side,,"Yes, there is a car that has crashed and is lying on its side on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-14-06-28-04_1100__m090_streamer_m090_o_cam_50_m_video_part9_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the highway in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-14-06-28-04_1100__m090_streamer_m090_w_cam_16_b_video_part9_adv.mp4,,17,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into a tree on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-14-06-28-04_1100__m090_streamer_m090_w_cam_50_k_video_part8_adv.mp4,,17,0,2,0,0,0,,crash; on its side,,"Yes, there is a car that has crashed and is lying on its side on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-14-11-43-04_1121__m090_streamer_m090_o_cam_50_m_video_part10_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-14-11-43-04_1121__m090_streamer_m090_w_cam_16_b_video_part9_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-14-15-28-04_1136__m090_streamer_m090_o_cam_50_m_video_part14_adv.mp4,,25,0,2,0,0,0,,accident; overturned,,"Yes, there is a car accident on the road. A car is overturned on the road, and there is a person standing next to it."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-14-15-28-04_1136__m090_streamer_m090_w_cam_50_k_video_part6_adv.mp4,,17,0,2,0,0,0,,crash; on its side,,"Yes, there is a car that has crashed and is lying on its side on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-14-18-13-04_1147__m090_streamer_m090_w_cam_16_b_video_part1_adv.mp4,,22,0,3,0,0,0,,accident; crash; on its side,,"Yes, there is a car accident in the video. A car has crashed into a tree and is lying on its side."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-17-06-43-04_1389__m090_streamer_m090_n_cam_16_k_video_part12_adv.mp4,,9,0,1,0,0,0,,accident,,"Yes, there is a car accident on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-17-06-43-04_1389__m090_streamer_m090_n_cam_16_k_video_part8_adv.mp4,,19,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car has crashed into a pole on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-17-06-43-04_1389__m090_streamer_m090_o_cam_50_m_video_part9_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the highway in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-17-06-43-04_1389__m090_streamer_m090_w_cam_16_b_video_part1_adv.mp4,,17,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into a ditch on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-17-14-43-04_1421__m090_streamer_m090_n_cam_16_k_video_part3_adv.mp4,,26,0,2,0,1,0,,accident; crash,lying on the road,"Yes, there is a car accident in the video. A car is seen lying on the road, and there is a car crash on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-17-14-43-04_1421__m090_streamer_m090_w_cam_16_b_video_part8_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-17-17-28-04_1432__m090_streamer_m090_o_cam_50_m_video_part13_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the highway in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-21-07-58-04_1778__m090_streamer_m090_w_cam_50_k_video_part2_adv.mp4,,12,0,1,0,0,0,,flipped,,"Yes, there is a car that has flipped over on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-21-17-43-04_1817__m090_streamer_m090_o_cam_50_m_video_part14_adv.mp4,,22,0,2,0,1,0,,accident; crash,lying on the road,"Yes, there is a car accident on the highway. A car has crashed into a tree and is lying on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_n_cam_16_k_video_part3_adv.mp4,,26,0,1,0,1,0,,accident,lying on the road,"Yes, there is a car accident on the road. A car is seen lying on the road, and a white van is driving on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_o_cam_50_m_video_part4_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the road in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_w_cam_16_b_video_part18_adv.mp4,,14,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into a tree in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_w_cam_16_b_video_part6_adv.mp4,,33,0,5,0,0,0,,accident; crash; damage; damaged; broken,,"Yes, there is a car accident in the video. A car is seen driving on the road, and then it crashes into a tree. The car is damaged, and the tree is broken."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_w_cam_50_k_video_part6_adv.mp4,,49,0,2,0,0,0,,accident; fire,,"Yes, there is a car accident in the video. A car is seen on the ground in the middle of the video, and there is also a car that is on fire. Additionally, there is a car that is seen on the ground in the beginning of the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-22-10-43-04_1885__m090_streamer_m090_n_cam_16_k_video_part13_adv.mp4,,22,0,2,0,1,0,,accident; crash,spinning out,"Yes, there is a car accident in the video. A car is seen spinning out of control and crashing into the ground."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-22-10-43-04_1885__m090_streamer_m090_w_cam_16_b_video_part11_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-22-17-43-04_1913__m090_streamer_m090_n_cam_16_k_video_part15_adv.mp4,,20,0,2,0,0,0,,accident; on its side,,"Yes, there is a car accident in the video. A car is seen lying on its side on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-22-17-43-04_1913__m090_streamer_m090_w_cam_16_b_video_part17_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the road in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-22-17-43-04_1913__m090_streamer_m090_w_cam_16_b_video_part3_adv.mp4,,23,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into a tree on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-25-14-58-04_2190__m090_streamer_m090_w_cam_50_k_video_part7_adv.mp4,,12,0,1,0,0,0,,flipped,,"Yes, there is a car that has flipped over on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-27-07-13-04_2347__m090_streamer_m090_w_cam_50_k_video_part3_adv.mp4,,11,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-31-18-28-04_2776__m090_streamer_m090_o_cam_50_m_video_part7_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the highway in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-03-31-18-28-04_2776__m090_streamer_m090_w_cam_50_k_video_part5_adv.mp4,,17,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into a tree on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-04-01-07-43-04_2829__m090_streamer_m090_w_cam_16_b_video_part1_adv.mp4,,17,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into a ditch on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-04-03-06-28-04_3016__m090_streamer_m090_n_cam_16_k_video_part5_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the road in the video."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-04-03-06-28-04_3016__m090_streamer_m090_w_cam_16_b_video_part19_adv.mp4,,23,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen crashed into a tree on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-04-03-06-28-04_3016__m090_streamer_m090_w_cam_50_k_video_part15_adv.mp4,,14,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into a tree on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-04-04-08-28-04_3120__m090_streamer_m090_o_cam_50_m_video_part7_adv.mp4,,17,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into a tree on the side of the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-04-04-08-28-04_3120__m090_streamer_m090_w_cam_50_k_video_part2_adv.mp4,,12,0,1,0,0,0,,flipped,,"Yes, there is a car that has flipped over on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-04-08-06-28-04_3496__m090_streamer_m090_n_cam_16_k_video_part4_adv.mp4,,28,0,2,0,0,0,,crash; crash,,"Yes, there is a car that has crashed into a tree on the road. Additionally, there is a car that has crashed into a pole on the road."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-04-08-21-58-04_3558__m090_streamer_m090_n_cam_16_k_video_part11_adv.mp4,,23,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen driving down the road and then crashing into a tree."
InternVL3,G4_temporal_f0_internvl,compressed_data_log_ws_06_2022-04-10-12-43-04_3713__m090_streamer_m090_o_cam_50_m_video_part17_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the highway in the video."
