model,config,filename,prediction,word_count,temporal_count,accident_affirmed,accident_negated,event_count,benign_count,temporal_matched,accident_affirmed_kw,event_matched,answer
InternVL3,G4_temporal_64_internvl,Negative_Videos_v25_adv.mp4,,24,0,2,0,1,0,,accident; accident,lying on the ground,"Yes, there is a road accident in the video. A person is lying on the ground, and the text ""Accident"" appears on the screen."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v26_adv.mp4,,26,1,1,0,0,0,suddenly,accident,,"Yes, there is a road accident in the video. A car is seen driving on the road and then suddenly stops, causing a splash of water."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v27_adv.mp4,,11,0,1,0,0,0,,accident,,"Yes, there is an accident in the middle of the road."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v28_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v29_adv.mp4,,50,0,3,0,0,0,,accident; accident; fire,,"Yes, there is a car accident in the middle of the road. The video shows a car accident in the middle of the road, and there is also a car that is on fire. Additionally, there is a car that is on the ground in the middle of the road."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v2_adv.mp4,,38,0,1,0,2,0,,accident,wrong side; lying on the ground,"Yes, there is a road accident in the video. A motorcycle falls on the road, and a person is lying on the ground. Additionally, there is a car that is driving on the wrong side of the road."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v30_adv.mp4,,50,0,4,0,1,0,,accident; accident; accident; anomalies,wrong side,"Yes, there are several road accidents and anomalies in the video. A car is seen driving on the wrong side of the road, and there is a car accident at an intersection. Additionally, a car is seen driving on the sidewalk, and there is a car accident involving a bus."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v31_adv.mp4,,20,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into a bus on the road."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v32_adv.mp4,,34,0,2,0,0,0,,accident; accident,,"Yes, there is a car accident shown in the video. The video also shows a person laying on the ground in the middle of the road, which could be a result of the accident."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v33_adv.mp4,,20,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into another car on the road."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v34_adv.mp4,,28,0,2,0,0,0,,accident; accident,,"Yes, there is a car accident visible in the video. The video shows a car accident on the road, and the cars are stopped at a red light."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v35_adv.mp4,,33,0,4,0,0,0,,accident; crash; damage; damaged,,"Yes, there is a car accident in the video. A car is seen driving on the road, and then it crashes into a tree. The car is damaged, and the tree is uprooted."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v36_adv.mp4,,42,0,2,0,0,0,,accident; accident,,"Yes, there is a car accident visible in the video. The video shows a car accident on the road, and a person is seen laying on the ground. Additionally, there is a car that is laying on the ground in the video."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v37_adv.mp4,,25,0,2,0,1,0,,accident; crash,lying on the ground,"Yes, there is a car accident in the video. A car is seen crashing into another car, and a person is lying on the ground."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v38_adv.mp4,,26,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car crashes into the back of a red car, causing a cloud of dust to rise."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v39_adv.mp4,,25,0,1,0,0,0,,accident,,"Yes, there is a car accident in the video. A car is seen driving into another car, and a person is hit by a car."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v3_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the road in the video."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v40_adv.mp4,,24,0,2,0,0,0,,accident; accident,,"Yes, there is a car accident in the video. The video shows a car accident at a busy intersection with multiple cars and trucks."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v41_adv.mp4,,72,0,3,0,0,0,,accident; crash; anomalies,,"Yes, there are several instances of road accidents and anomalies in the video. A car is seen crashing into a tree, a car is seen driving on the highway with its lights on, and a car is seen driving on the highway with its lights on. Additionally, a car is seen driving on the highway with its lights on, and a car is seen driving on the highway with its lights on."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v42_adv.mp4,,20,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into another car at the intersection."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v43_adv.mp4,,22,0,2,0,0,0,,accident; crash,,"Yes, there is a road accident in the video. A car crashes into a motorcycle, and the motorcycle falls on the road."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v44_adv.mp4,,9,0,1,0,0,0,,accident,,"Yes, there is a car accident at the intersection."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v46_adv.mp4,,18,0,2,0,0,0,,accident; accident,,"Yes, there is a car accident in the video. The video shows a car accident on the road."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v47_adv.mp4,,22,0,2,0,0,0,,accident; accident,,"Yes, there is a car accident visible in the video. However, the video does not provide any further details about the accident."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v48_adv.mp4,,40,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident shown in the video. A car is seen driving on the road and then crashing into another car. The video also shows a car driving on a road with a motorcycle in the background."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v49_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v4_adv.mp4,,27,0,1,0,1,0,,accident,lying on the road,"Yes, there is a car accident in the video. A car is seen lying on the road, and a person is lying on the road as well."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v51_adv.mp4,,45,1,3,0,1,0,suddenly,accident; accident; collision,lying on the road,"Yes, there is a road accident in the video. A car is seen driving on the road and then suddenly stops, causing a collision with another vehicle. The video also shows a person lying on the road, which could be a result of the accident."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v5_adv.mp4,,17,0,2,0,0,0,,accident; overturned,,"Yes, there is a car accident in the video. A car is seen overturned on the road."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v6_adv.mp4,,27,0,1,0,1,0,,accident,lying on the ground,"Yes, there is a road accident in the video. A car is seen driving on the road, and a person is lying on the ground, possibly injured."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v7_adv.mp4,,43,0,1,0,2,0,,accident,wrong side; lying on the road,"Yes, there is a car accident in the video. A car is seen lying on the road, and a person is lying on the road as well. Additionally, there is a white van that is driving on the wrong side of the road."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v8_adv.mp4,,20,0,3,0,0,0,,accident; crash; smoke,,"Yes, there is a car accident in the video. A car has crashed into a tree and is emitting smoke."
InternVL3,G4_temporal_64_internvl,Negative_Videos_v9_adv.mp4,,26,0,3,0,1,0,,accident; collide; collides,wrong side,"Yes, there is a road accident in the video. A car is seen driving on the wrong side of the road and collides with another car."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-06-09-34-41_486__m090_streamer_m090_w_cam_50_k_video_part11_adv.mp4,,18,0,1,0,0,0,,accident,,"Yes, there is a car accident in the video. A car is seen flipping over on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_n_cam_16_k_video_part13_adv.mp4,,67,0,3,0,0,0,,accident; accident; anomalies,,"Yes, there are several instances of road accidents and anomalies in the video. In one instance, a car is seen driving on the road, and in another, a car is seen driving on the road with a person walking on the sidewalk. Additionally, there is a car accident on the road, and a car is seen driving on the road with a person walking on the sidewalk."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_n_cam_16_k_video_part15_adv.mp4,,12,0,1,0,0,0,,accident,,"Yes, there is a car accident on the road in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_n_cam_16_k_video_part7_adv.mp4,,54,0,5,0,1,0,,accident; crash; crash; crash; anomalies,wrong side,"Yes, there are several instances of road accidents and anomalies in the video. A car is seen crashing into a motorcycle, a car is seen crashing into a wall, and a car is seen crashing into a tree. Additionally, there is a car that is seen driving on the wrong side of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_w_cam_16_b_video_part10_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-06-10-49-41_491__m090_streamer_m090_w_cam_16_b_video_part3_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-07-11-49-41_591__m090_streamer_m090_n_cam_16_k_video_part5_adv.mp4,,18,0,1,0,0,0,,accident,,"Yes, there is a car accident in the video. A car is seen flipping over on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-07-11-49-41_591__m090_streamer_m090_w_cam_16_b_video_part6_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-07-11-49-41_591__m090_streamer_m090_w_cam_16_b_video_part8_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-07-17-34-41_614__m090_streamer_m090_n_cam_16_k_video_part12_adv.mp4,,27,0,1,0,1,0,,accident,wrong side,"Yes, there is a car accident on the road in the video. Additionally, there is a car that is driving on the wrong side of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-07-17-34-41_614__m090_streamer_m090_n_cam_16_k_video_part3_adv.mp4,,48,0,3,0,2,0,,accident; accident; anomalies,wrong side; lying on the road,"Yes, there are several instances of road accidents and anomalies in the video. A person is seen lying on the road, and a car is seen driving on the wrong side of the road. Additionally, there is a car accident involving a white van and a red car."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-12-17-16-08_291__m090_streamer_m090_n_cam_16_k_video_part6_adv.mp4,,54,0,5,0,1,0,,accident; crash; crash; crash; anomalies,wrong side,"Yes, there are multiple instances of road accidents and anomalies in the video. A car is seen crashing into a motorcycle, a car is seen crashing into a person, and a car is seen crashing into a tree. Additionally, there is a car that is seen driving on the wrong side of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-12-17-16-08_291__m090_streamer_m090_w_cam_50_k_video_part14_adv.mp4,,55,0,2,0,1,0,,accident; anomalies,wrong side,"Yes, there are several instances of road accidents and anomalies in the video. In one instance, a car is seen flipping over on the road. In another instance, a car is seen driving on the wrong side of the road. Additionally, there is a car that is seen driving on the side of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_n_cam_16_k_video_part9_adv.mp4,,26,0,3,0,0,0,,accident; accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into another car, and the word ""accident"" is displayed on the screen."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_o_cam_50_m_video_part14_adv.mp4,,23,0,1,0,1,0,,accident,lying on the road,"Yes, there is a road accident in the video. A person is lying on the road, and a car is driving over them."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_w_cam_16_b_video_part14_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_w_cam_50_k_video_part11_adv.mp4,,27,0,1,0,1,0,,accident,lying on the road,"Yes, there is a car accident in the video. A car is seen lying on the road, and a person is lying on the road as well."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-16-08-31-08_640__m090_streamer_m090_w_cam_50_k_video_part20_adv.mp4,,18,0,1,0,0,0,,accident,,"Yes, there is a car accident in the video. A car is seen flipping over on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-16-15-46-08_669__m090_streamer_m090_o_cam_50_m_video_part10_adv.mp4,,9,0,1,0,0,0,,accident,,"Yes, there is a car accident on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-16-15-46-08_669__m090_streamer_m090_w_cam_50_k_video_part12_adv.mp4,,18,0,1,0,0,0,,accident,,"Yes, there is a car accident in the video. A car is seen flipping over on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-27-17-16-08_1731__m090_streamer_m090_n_cam_16_k_video_part8_adv.mp4,,59,0,3,0,0,0,,accident; crash; anomalies,,"Yes, there are several instances of road accidents and anomalies in the video. A car is seen crashing into a wall, a motorcycle is seen on the road, and a car is seen driving on the road. Additionally, there is a blurry image of a person on the road and a blurry image of a person on the ground."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-02-27-17-16-08_1731__m090_streamer_m090_w_cam_16_b_video_part7_adv.mp4,,17,0,1,0,0,0,,crash,,"Yes, there is a car that has crashed into a tree on the side of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-06-06-58-04_334__m090_streamer_m090_n_cam_16_k_video_part12_adv.mp4,,46,0,4,0,0,0,,accident; crash; crash; broken,,"Yes, there is a car accident in the video. A car is seen crashing into another car, and there is also a car that is seen crashing into a tree. Additionally, there is a car that is seen driving on the road with a broken windshield."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-06-06-58-04_334__m090_streamer_m090_o_cam_50_m_video_part2_adv.mp4,,30,0,2,1,0,0,,accident; accident,,"Yes, there is a car accident on the road in the video. Additionally, there is a sign on the road that says ""accident"" and a sign that says ""no accidents."""
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-06-06-58-04_334__m090_streamer_m090_w_cam_16_b_video_part14_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-09-06-28-04_620__m090_streamer_m090_o_cam_50_m_video_part12_adv.mp4,,58,0,6,0,1,0,,accident; accident; crash; crash; crash; anomalies,lying on the road,"Yes, there are several instances of road accidents and anomalies in the video. A car is seen crashing into a tree, a person is lying on the road, and a car is seen crashing into a person. Additionally, there is a car accident on the highway and a car is seen crashing into a person on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-09-06-28-04_620__m090_streamer_m090_o_cam_50_m_video_part7_adv.mp4,,27,0,1,0,1,0,,accident,wrong side,"Yes, there is a car accident on the highway in the video. Additionally, there is a car that is driving on the wrong side of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-09-06-28-04_620__m090_streamer_m090_w_cam_16_b_video_part8_adv.mp4,,25,0,3,0,0,0,,accident; accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into a tree, and the aftermath of the accident is visible."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-09-06-28-04_620__m090_streamer_m090_w_cam_50_k_video_part6_adv.mp4,,9,0,1,0,0,0,,accident,,"Yes, there is a car accident on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-09-08-43-04_629__m090_streamer_m090_n_cam_16_k_video_part10_adv.mp4,,63,0,3,0,1,0,,accident; anomaly; anomalies,wrong side,"Yes, there are several instances of road accidents and anomalies in the video. In one instance, a car is seen driving on the wrong side of the road, and in another instance, a car is seen driving on the shoulder of the road. Additionally, there are several instances of cars driving too close to each other, which can be considered a road anomaly."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-09-08-43-04_629__m090_streamer_m090_w_cam_16_b_video_part7_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-09-17-28-04_664__m090_streamer_m090_o_cam_50_m_video_part13_adv.mp4,,54,0,2,0,1,0,,accident; anomalies,wrong side,"Yes, there are several instances of road accidents and anomalies in the video. A car is seen flipping over, a motorcycle is seen on the ground, and a car is seen driving on the wrong side of the road. Additionally, there is a car that is seen driving on the shoulder of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-09-17-28-04_664__m090_streamer_m090_w_cam_16_b_video_part11_adv.mp4,,9,0,1,0,0,0,,accident,,"Yes, there is a car accident in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-09-17-28-04_664__m090_streamer_m090_w_cam_50_k_video_part16_adv.mp4,,20,0,2,0,0,0,,accident; crash,,"Yes, there is a car accident in the video. A car is seen flipping over and crashing on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-14-06-28-04_1100__m090_streamer_m090_o_cam_50_m_video_part9_adv.mp4,,29,0,1,0,0,0,,accident,,"Yes, there is a car accident on the highway in the video. Additionally, there is a person standing in the middle of the road, which is a potential hazard."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-14-06-28-04_1100__m090_streamer_m090_w_cam_16_b_video_part9_adv.mp4,,25,0,3,0,0,0,,accident; accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into a tree, and the aftermath of the accident is visible."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-14-06-28-04_1100__m090_streamer_m090_w_cam_50_k_video_part8_adv.mp4,,23,0,2,0,1,0,,accident; flipped,lying on the ground,"Yes, there is a car accident on the road. The car is flipped over and there is a person lying on the ground."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-14-11-43-04_1121__m090_streamer_m090_o_cam_50_m_video_part10_adv.mp4,,58,0,2,0,1,0,,accident; anomalies,wrong side,"Yes, there are several instances of road accidents and anomalies in the video. In one instance, a car is seen driving on the shoulder of the road, and in another instance, a car is seen driving on the wrong side of the road. Additionally, there is a car that is seen driving on the median of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-14-11-43-04_1121__m090_streamer_m090_w_cam_16_b_video_part9_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-14-15-28-04_1136__m090_streamer_m090_o_cam_50_m_video_part14_adv.mp4,,56,0,5,0,1,0,,accident; crash; crash; crash; anomalies,wrong side,"Yes, there are multiple road accidents and anomalies in the video. A car crashes into a motorcycle, a car crashes into a truck, and a car crashes into a motorcycle again. Additionally, there is a car driving on the shoulder of the road, and a car is seen driving on the wrong side of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-14-15-28-04_1136__m090_streamer_m090_w_cam_50_k_video_part6_adv.mp4,,9,0,1,0,0,0,,accident,,"Yes, there is a car accident in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-14-18-13-04_1147__m090_streamer_m090_w_cam_16_b_video_part1_adv.mp4,,19,0,3,0,0,0,,accident; crash; explosion,,"Yes, there is a car accident in the video. A car crashes into a tree and causes an explosion."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-17-06-43-04_1389__m090_streamer_m090_n_cam_16_k_video_part12_adv.mp4,,18,0,1,0,0,0,,accident,,"Yes, there is a car accident in the video. A car is seen flipping over on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-17-06-43-04_1389__m090_streamer_m090_n_cam_16_k_video_part8_adv.mp4,,41,0,3,0,2,0,,accident; crash; anomalies,wrong side; lying on the road,"Yes, there are multiple instances of road accidents and anomalies in the video. A car is seen crashing into a motorcycle, a person is lying on the road, and a car is seen driving on the wrong side of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-17-06-43-04_1389__m090_streamer_m090_o_cam_50_m_video_part9_adv.mp4,,24,0,1,0,0,0,,accident,,"Yes, there is a car accident on the highway in the video. Additionally, there is a car that is upside down on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-17-06-43-04_1389__m090_streamer_m090_w_cam_16_b_video_part1_adv.mp4,,21,0,3,0,0,0,,accident; crash; explosion,,"Yes, there is a car accident in the video. A car is seen crashing into a tree and causing an explosion."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-17-14-43-04_1421__m090_streamer_m090_n_cam_16_k_video_part3_adv.mp4,,56,0,3,0,1,0,,accident; anomalies; on its side,wrong side,"Yes, there are several instances of road accidents and anomalies in the video. A car is seen flipping over on the road, a car is seen on its side, and a car is seen on the side of the road. Additionally, there is a car that is seen driving on the wrong side of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-17-14-43-04_1421__m090_streamer_m090_w_cam_16_b_video_part8_adv.mp4,,9,0,1,0,0,0,,accident,,"Yes, there is a vehicle accident in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-17-17-28-04_1432__m090_streamer_m090_o_cam_50_m_video_part13_adv.mp4,,26,0,2,0,0,0,,accident; on its side,,"Yes, there is a car accident on the highway in the video. Additionally, there is a car that is laying on its side on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-21-07-58-04_1778__m090_streamer_m090_w_cam_50_k_video_part2_adv.mp4,,29,0,2,0,1,0,,accident; accident,lying on the road,"Yes, there is a car accident in the video. A car is seen lying on the road, and there is a car accident in the middle of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-21-17-43-04_1817__m090_streamer_m090_o_cam_50_m_video_part14_adv.mp4,,38,0,1,0,1,0,,accident,lying on the road,"Yes, there is a car accident on the highway. A car is seen lying on the road, and a person is standing next to it. Additionally, a car is seen driving on the highway with its lights on."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_n_cam_16_k_video_part3_adv.mp4,,33,0,2,0,0,0,,accident; flipped,,"Yes, there is a car accident on the road. The car is flipped over and there is a person standing next to it. Additionally, there is a white van driving on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_o_cam_50_m_video_part4_adv.mp4,,75,0,3,0,0,0,,accident; accident; anomalies,,"Yes, there are several instances of road accidents and anomalies in the video. In one instance, a car is seen on the side of the road with a tree in the middle of the road. In another instance, a car is seen on the side of the road with a tree in the middle of the road. Additionally, there is a car accident on the highway with a tree in the middle of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_w_cam_16_b_video_part18_adv.mp4,,27,0,2,0,0,0,,accident; flipped,,"Yes, there is a car accident on the road in the video. Additionally, there is a car that is flipped over on the side of the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_w_cam_16_b_video_part6_adv.mp4,,25,0,3,0,0,0,,accident; accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into a tree, and the aftermath of the accident is shown."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-21-18-28-04_1820__m090_streamer_m090_w_cam_50_k_video_part6_adv.mp4,,80,0,9,0,0,0,,accident; broken; broken; broken; broken; broken; broken; broken; anomalies,,"Yes, there are several instances of road accidents and anomalies in the video. One car is seen driving on the road with a broken windshield, and another car is seen driving on the road with a broken windshield and a broken window. Additionally, there is a car that is seen driving on the road with a broken windshield and a broken window, and a car that is seen driving on the road with a broken windshield and a broken window."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-22-10-43-04_1885__m090_streamer_m090_n_cam_16_k_video_part13_adv.mp4,,18,0,1,0,0,0,,accident,,"Yes, there is a car accident in the video. A car is seen flipping over on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-22-10-43-04_1885__m090_streamer_m090_w_cam_16_b_video_part11_adv.mp4,,11,0,0,2,0,0,,,,"No, there are no road accidents or anomalies in the video."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-22-17-43-04_1913__m090_streamer_m090_n_cam_16_k_video_part15_adv.mp4,,28,0,3,0,0,0,,accident; accident; crash,,"Yes, there is a car accident in the video. A car is seen crashing into another car, and the aftermath of the accident is visible on the road."
InternVL3,G4_temporal_64_internvl,compressed_data_log_ws_06_2022-03-22-17-43-04_1913__m090_streamer_m090_w_cam_16_b_video_part17_adv.mp4,,44,0,2,0,0,0,,accident; fire,,"Yes, there is a car accident shown in the video. The video also shows a car on fire and a car on the side of the road. However, the main focus of the video is on the car that is stuck in the tree."
